day,profit,degradation,net,buffer_size
0,7.493349384436662,3.2395179374597745,4.253831446976887,24.0
1,5.378399073350405e-06,0.5022838940426351,-0.5022785156435617,48.0
2,3.5647976737322935,2.1002351116979483,1.4645625620343452,72.0
3,4.802682725111788,2.2433969081386427,2.5592858169731456,96.0
4,5.710092459177891e-06,0.5022839094514973,-0.5022781993590381,120.0
5,5.188033111877163e-06,0.5022839231376579,-0.502278735104546,144.0
6,5.488550020396079,2.3153843465540125,3.173165673842066,168.0
7,5.1359798379974966e-06,0.5022839004654839,-0.5022787644856459,192.0
8,2.3587818636791713,1.623111253152211,0.7356706105269604,216.0
9,3.976634106437464,2.2201142746814697,1.7565198317559942,240.0
10,5.2529935235147706e-06,0.5022839244206146,-0.5022786714270912,264.0
11,8.417238342348828,3.15041405267697,5.266824289671858,288.0
12,-0.049057534794289925,0.6133107417991926,-0.6623682765934826,312.0
13,6.585344573958551,4.122419622383085,2.4629249515754656,336.0
14,5.3866996568189615e-06,0.5022838396451123,-0.5022784529454555,360.0
15,5.204939402286306e-06,0.5022839131506666,-0.5022787082112643,384.0
16,-1.5803131953422729,0.6944961708030812,-2.2748093661453543,408.0
17,9.355264755577283,4.140223019261694,5.215041736315588,432.0
18,0.17418100077431478,1.0841395210811011,-0.9099585203067864,456.0
19,4.5334151293432585,2.805054567939134,1.7283605614041244,480.0
20,6.047203255713636,3.019861753435333,3.027341502278303,504.0
21,3.165717459615819,2.357347095718231,0.8083703638975881,528.0
22,7.124489531229671,3.3719699308171163,3.752519600412555,552.0
23,7.302589682453656e-06,0.5022842618929906,-0.5022769593033082,576.0
24,5.632850300472632e-06,0.5022839885363023,-0.5022783556860019,600.0
25,6.275713243463444e-06,0.5022839601680322,-0.5022776844547888,624.0
26,0.04420427769105338,0.9289404818559239,-0.8847362041648705,648.0
27,5.795401248555234e-06,0.50228398025045,-0.5022781848492014,672.0
28,-0.1687612426231839,0.8467992190039662,-1.01556046162715,696.0
29,8.729542001292032,3.762217919444364,4.967324081847668,720.0
30,-0.5920573728516818,0.6426714846219387,-1.2347288574736206,744.0
31,6.339174120302349,2.60266302590924,3.7365110943931095,768.0
32,-0.7421964473792697,0.5622342977117034,-1.3044307450909731,792.0
33,8.095849396773351,2.845538676937627,5.250310719835724,816.0
34,12.009165602293807,4.058660925163835,7.950504677129972,840.0
35,2.1114983510579526,1.6991140815610735,0.4123842694968791,864.0
36,0.14102599303719957,0.8415404192502077,-0.7005144262130082,888.0
37,4.785139497836852,2.493180581851198,2.2919589159856537,912.0
38,3.7717998477108328,2.221923274798228,1.5498765729126047,936.0
39,7.006424047842091e-06,0.5022838686141811,-0.5022768621901332,960.0
40,8.85461160100048,2.4038104916926026,6.450801109307877,984.0
41,6.528304936322148e-06,0.5022838997820247,-0.5022773714770884,1008.0
42,0.021612293062048104,0.5601053855643428,-0.5384930925022946,1032.0
43,3.965530319975693,2.1256265893892112,1.8399037305864816,1056.0
44,8.273455632304808,2.394329805080717,5.87912582722409,1080.0
45,7.735408926167003,2.367236212803061,5.368172713363942,1104.0
46,12.96620529730205,3.868540283259875,9.097665014042175,1128.0
47,10.094382690696397,3.28217491098328,6.812207779713118,1152.0
48,6.313681162166023e-06,0.5022839134198993,-0.5022775997387371,1176.0
49,2.027287000482938,2.031916895174534,-0.004629894691595915,1200.0
50,-0.6569458498556695,1.8261371633014853,-2.483083013157155,1224.0
51,11.459040253130595,3.2265495976456955,8.2324906554849,1248.0
52,5.939818760951916,2.404602746819549,3.5352160141323674,1272.0
53,6.6489736964804825e-06,0.5022838869540566,-0.5022772379803601,1296.0
54,6.335144270455603e-06,0.5022838259246558,-0.5022774907803853,1320.0
55,5.723078009678265,2.234060251397925,3.4890177582803403,1344.0
56,6.810255777758347e-06,0.5022839275819092,-0.5022771173261315,1368.0
57,6.633768997301438e-06,0.5022838775810016,-0.5022772438120042,1392.0
58,1.7851150524998785,2.085073655034102,-0.2999586025342236,1416.0
59,0.9045486013363173,1.2478787545826782,-0.34333015324636085,1440.0
60,6.410409797439134e-06,0.5022838861111788,-0.5022774757013814,1464.0
61,6.8193180459718875e-06,0.5022838960860199,-0.5022770767679738,1488.0
62,-0.21694546414566016,0.6090981864448571,-0.8260436505905173,1512.0
63,-0.18468694919659873,0.8448164423402961,-1.0295033915368947,1536.0
64,-0.009626080103476603,0.8036455552407779,-0.8132716353442545,1560.0
65,4.875051010975292,2.2885645848619958,2.586486426113296,1584.0
66,1.7114197924427483,2.0065901110868416,-0.29517031864409327,1608.0
67,-0.1982128971376039,1.0086996249353792,-1.206912522072983,1632.0
68,-1.8089982743332564,1.0947476115557644,-2.9037458858890206,1656.0
69,9.015045942126076,2.660517454320379,6.3545284878056965,1680.0
70,6.30737501630211e-06,0.5022838691163914,-0.5022775617413752,1704.0
71,6.9510061524044035e-06,0.5022839187762632,-0.5022769677701108,1728.0
72,-0.0534307518809764,0.5919264162250503,-0.6453571681060266,1752.0
73,6.610022295466286e-06,0.502283840467465,-0.5022772304451695,1776.0
74,6.958668340175605e-06,0.5022839082204225,-0.5022769495520822,1800.0
75,7.271316847744938e-06,0.502283894272786,-0.5022766229559382,1824.0
76,7.098533323565353e-06,0.5022839189668661,-0.5022768204335425,1848.0
77,7.523534149987177e-06,0.5022838827163432,-0.5022763591821932,1872.0
78,7.097815185092634e-06,0.5022838710345252,-0.5022767732193402,1896.0
79,-0.0002626291591063435,0.5256968245030497,-0.525959453662156,1920.0
80,-0.016730551824697532,0.5311973048555495,-0.547927856680247,1944.0
81,7.187294481460828e-06,0.502283965518476,-0.5022767782239945,1968.0
82,0.057390351146675164,0.5711763120575709,-0.5137859609108958,1992.0
83,0.3206058772357204,0.7370287391319481,-0.4164228618962277,2016.0
84,6.954087122072805e-06,0.5022839408771165,-0.5022769867899944,2040.0
85,6.680111463381082e-06,0.5022839402763629,-0.5022772601648995,2064.0
86,6.209446452568649e-06,0.502283802706417,-0.5022775932599645,2088.0
