day,profit,degradation,net,adapted,disagreement,nll,nll_post
0,1.812793017366556,0.7244013190955821,1.088391698270974,1.0,0.01774655886244157,-19.052248001098633,-27.7893123626709
1,6.971469500993041e-06,0.5022837835902463,-0.5022768121207453,1.0,0.006145169846019388,-46.56165313720703,-62.89319610595703
2,-0.0020915178278420256,0.5063608837139532,-0.5084524015417952,1.0,0.008286608201696384,-69.84521484375,-67.89630126953125
3,73.69155138165391,2.545741694178183,71.14580968747572,1.0,0.006943466629354335,202.0618438720703,-33.49745178222656
4,2.143283502478072,2.584381680373781,-0.44109817789570904,1.0,0.021379123466169058,-72.44522094726562,-71.88599395751953
5,0.9238374604229492,0.6146565512192009,0.3091809092037483,1.0,0.00883736347360845,-72.98399353027344,-75.27371978759766
6,5.441144471329312e-06,0.5022837638735054,-0.502278322729034,1.0,0.0068447433923448575,-96.5552978515625,-95.392333984375
7,5.797507762596185e-06,0.5022837611121039,-0.5022779636043413,1.0,0.011186491486711752,-90.6812515258789,-97.10125732421875
8,2.03524758896992,2.3870793495173257,-0.3518317605474057,1.0,0.006729760259796259,-77.29069519042969,-73.86355590820312
9,0.039520355304201706,2.5411542479173956,-2.501633892613194,1.0,0.007397366280541682,-76.83450317382812,-80.1358642578125
10,-1.0644579419379299,2.405817590320027,-3.470275532257957,1.0,0.007478945684432762,-84.1204833984375,-90.20637512207031
11,-0.2999190096272987,0.8894670854216058,-1.1893860950489046,1.0,0.005726013904713057,-80.93749237060547,-81.42250061035156
12,0.683897405447561,1.1760958069478644,-0.4921984015003035,1.0,0.006293365840148766,-86.1769790649414,-90.9022445678711
13,-0.030168685319263217,0.5636167247634053,-0.5937854100826685,1.0,0.009646699508083896,-84.60533905029297,-85.8933334350586
14,5.317978127057981e-06,0.5022837896981112,-0.5022784717199841,1.0,0.005549219241331925,-98.72189331054688,-101.11355590820312
15,5.927379644935754e-06,0.502283798973781,-0.5022778715941361,1.0,0.0035536876561480264,-85.931884765625,-87.50468444824219
16,-1.0431485944590453,0.6332874314872593,-1.6764360259463045,1.0,0.005523961629755871,-85.76290130615234,-87.61565399169922
17,70.80892090295792,2.77992920153217,68.02899170142575,1.0,0.006900947832392395,-25.212434768676758,-66.68705749511719
18,77.3464761558917,2.225746367004337,75.12072978888736,1.0,0.013612367067988995,-64.27013397216797,-65.55896759033203
19,0.02330940289033273,0.546704867961608,-0.5233954650712753,1.0,0.014545152480705892,-71.2630386352539,-69.76880645751953
20,1.3939154702338168,2.0239255229100657,-0.6300100526762489,1.0,0.009780307929005588,-78.01287078857422,-74.84825897216797
21,-0.08077479157844976,0.9466322983767888,-1.0274070899552386,1.0,0.006028246712560431,-84.36107635498047,-88.97235107421875
22,-0.043623506012142765,0.5574261174957634,-0.6010496235079061,1.0,0.005920210837187085,-87.04863739013672,-92.31465911865234
23,0.05006274224462074,2.0454818082675366,-1.9954190660229159,1.0,0.004936061709445611,-92.22518157958984,-89.28426361083984
24,1.459479198226714,2.330399183771109,-0.870919985544395,1.0,0.006912362372235766,-86.43412780761719,-88.89051818847656
25,0.5395428407862296,2.191389680600189,-1.6518468398139596,1.0,0.006234943776257387,-81.45588684082031,-83.52538299560547
26,2.932587741286402,1.940650989947536,0.9919367513388659,1.0,0.006363980700413316,-83.40828704833984,-85.30197143554688
27,0.7687202989873576,2.1595682943816326,-1.390847995394275,1.0,0.008265729992775445,-88.1934585571289,-89.83364868164062
