day,profit,degradation,net,buffer_size
0,3.7691196785225753,1.1053299689492053,2.6637897095733702,24.0
1,-0.004598472715956819,0.5100489279508282,-0.514647400666785,48.0
2,7.914178923505661e-06,0.5022838484158857,-0.5022759342369622,72.0
3,7.654929981491592e-06,0.502283888589726,-0.5022762336597445,96.0
4,7.421198135444765e-06,0.5022838554006117,-0.5022764342024763,120.0
5,7.984206007007228e-06,0.5022838595506828,-0.5022758753446758,144.0
6,-0.05749567056819629,0.5775947485972833,-0.6350904191654796,168.0
7,-0.13386289995634038,1.3475476573120797,-1.4814105572684202,192.0
8,8.139613960154865e-06,0.5022838740901598,-0.5022757344761997,216.0
9,0.36200979903702096,0.9704024680418379,-0.6083926690048169,240.0
10,66.40403268291979,2.319956273122438,64.08407640979735,264.0
11,65.41422487708861,2.3892712802152554,63.02495359687336,288.0
12,44.39630153272965,2.5081638643000366,41.888137668429614,312.0
13,66.53108316687913,3.1760414991534196,63.35504166772571,336.0
14,30.227537774972703,4.365395438232753,25.86214233673995,360.0
15,95.91765451914893,4.124115403213382,91.79353911593554,384.0
16,6.9774922572936084,2.20888935737836,4.7686028999152485,408.0
17,63.82209324418016,2.6947323761090263,61.127360868071136,432.0
18,-0.04067671293598352,3.525571876119068,-3.5662485890550517,456.0
19,2.2816899366798777,2.334576078699799,-0.052886142019921145,480.0
20,63.8068147436623,4.457195161723787,59.34961958193851,504.0
21,65.63819254419649,3.205365302366149,62.43282724183034,528.0
22,61.58586940671565,3.492072649753022,58.09379675696263,552.0
23,40.32237042955438,2.7639847727143083,37.55838565684007,576.0
24,-6.742108176855358,2.9865350940070337,-9.728643270862392,600.0
25,-0.7416538773304113,2.553436133136648,-3.2950900104670593,624.0
26,-1.3417429760508828,2.6560367875099855,-3.9977797635608683,648.0
27,-0.723117506006248,2.537988125090716,-3.2611056310969637,672.0
28,-0.5513635225489797,2.473717976433813,-3.025081498982793,696.0
29,40.85239878351835,3.7568550976219575,37.095543685896395,720.0
30,-2.2135915814728913,2.465181824925582,-4.678773406398474,744.0
31,43.31358854355447,3.570481185643815,39.74310735791065,768.0
32,-2.7635811672023953,2.594422024753965,-5.35800319195636,792.0
33,6.0914630962993,1.440811471523099,4.650651624776201,816.0
34,-10.273124121323978,1.4520790686126563,-11.725203189936634,840.0
35,72.19033664938341,3.0978677255525615,69.09246892383085,864.0
36,0.3526273333344454,1.2682241207326168,-0.9155967873981714,888.0
37,-0.00021762605943803894,0.539535968888558,-0.5397535949479961,912.0
38,-6.48181790229074,1.4325052244874703,-7.914323126778211,936.0
39,3.018078478972349,1.2914657322061271,1.7266127467662218,960.0
40,-0.20191961058007069,1.033625208507762,-1.2355448190878326,984.0
41,-8.130948987195309,1.6291512432470303,-9.760100230442339,1008.0
42,-0.3280880123214214,2.2572715058323176,-2.585359518153739,1032.0
43,3.709040367289815,2.6847904366884734,1.0242499306013415,1056.0
44,-9.844465698898528,2.1223423789909064,-11.966808077889434,1080.0
45,-3.042707441229095,2.0803277069889283,-5.123035148218023,1104.0
46,-2.3199032703271727,2.2697620825138145,-4.589665352840987,1128.0
47,68.29532192436838,3.34919273379923,64.94612919056915,1152.0
48,27.594918917575377,2.9895054654423885,24.60541345213299,1176.0
49,-2.2242507186664353,2.395457294838666,-4.619708013505101,1200.0
50,-1.0942378030721578,2.8436022355182877,-3.9378400385904455,1224.0
51,-1.4635030672108544,2.731624339392335,-4.19512740660319,1248.0
52,-1.5068251246655606,2.432468898850907,-3.9392940235164677,1272.0
53,-1.1042087255218778,2.36581822023915,-3.4700269457610275,1296.0
54,-1.6676963891364005,2.3391666197367944,-4.006863008873195,1320.0
55,40.47799848009573,3.6271800041531144,36.85081847594262,1344.0
56,-5.348535648685617,2.2201483970182188,-7.5686840457038365,1368.0
57,40.975617529431844,3.447542605672524,37.52807492375932,1392.0
58,72.35139534855367,3.0426511607253626,69.30874418782831,1416.0
59,-10.218073509630493,1.3557964631331427,-11.573869972763635,1440.0
60,4.750151496188544,1.440711949259802,3.3094395469287425,1464.0
61,0.9243746735687136,2.0604213119189723,-1.1360466383502588,1488.0
62,-4.807327691790105,1.812914582322877,-6.620242274112982,1512.0
63,-3.082646397367422,3.2860638984022175,-6.36871029576964,1536.0
64,3.4947671000404505,3.4035916441202327,0.09117545592021781,1560.0
65,50.4789945058931,4.364471403905094,46.114523101988006,1584.0
66,67.52379719482937,2.859378686199426,64.66441850862995,1608.0
67,-8.728527986542966,2.682107456900503,-11.41063544344347,1632.0
68,62.406043893775845,2.7322308782857694,59.673813015490076,1656.0
69,64.08060541703207,3.742372380762139,60.33823303626993,1680.0
70,4.21373377083025,0.9640882280623168,3.249645542767933,1704.0
71,-0.015204218359362715,1.166259807031154,-1.1814640253905169,1728.0
72,-8.19035947185139,2.7528537643661406,-10.943213236217531,1752.0
73,45.34949448461212,3.4887412936040354,41.86075319100809,1776.0
74,52.98620213641796,3.5133801235865425,49.472822012831415,1800.0
75,49.379046389229245,3.4908549165444582,45.88819147268479,1824.0
76,-2.089302433836873,2.176212234099857,-4.2655146679367295,1848.0
77,-2.957623706646043,2.2802443679010826,-5.2378680745471256,1872.0
78,1.3297119849719428,3.537713625462265,-2.2080016404903224,1896.0
79,43.615679042244835,2.7026499915402753,40.91302905070456,1920.0
80,-1.2254290820447302,2.3904637612753383,-3.6158928433200686,1944.0
81,5.345051982626299,2.6366840685210335,2.7083679141052657,1968.0
82,-7.681316692844845,3.554487795494483,-11.235804488339328,1992.0
83,-1.2835833134326955,3.1175590616649638,-4.40114237509766,2016.0
84,-0.34609887292032004,3.854851630444875,-4.2009505033651955,2040.0
85,-3.0904428131368364,3.668675641320404,-6.759118454457241,2064.0
86,1.0676141935442995,3.9690849314997485,-2.901470737955449,2088.0
87,-3.8032382230481465,3.4157233024675846,-7.218961525515731,2112.0
88,-3.695893083575671,3.3946316977091664,-7.090524781284838,2136.0
89,71.09504585023988,2.784408026890274,68.31063782334961,2160.0
90,104.3259166994368,6.217963743496818,98.10795295593998,2184.0
91,148.54210951557897,5.257288334917477,143.28482118066148,2208.0
92,-7.0379027700915815,3.013255710484734,-10.051158480576316,2232.0
93,-1.9277249837096813,4.378558487927454,-6.306283471637135,2256.0
94,41.456238274432984,2.548444815983655,38.907793458449326,2280.0
95,-3.0026041884529553,3.03604336251883,-6.038647550971785,2304.0
96,-1.241448183832608,3.361645416126228,-4.603093599958836,2328.0
97,-1.7216562258040184,3.7390600802119955,-5.460716306016014,2352.0
98,57.26361232464542,2.990859607541224,54.2727527171042,2376.0
99,8.935870390408676,2.882313039018655,6.053557351390021,2400.0
100,18.80913098368439,3.5529338495126406,15.25619713417175,2424.0
101,72.23776526944303,2.8581686051503175,69.37959666429272,2448.0
102,-10.779217911546853,3.283444152328773,-14.062662063875626,2472.0
103,-1.4028714460181984,3.31496884059335,-4.7178402866115485,2496.0
104,41.258610481466604,2.577001961591348,38.681608519875255,2520.0
105,-3.3508518515013117,2.8317027776764303,-6.1825546291777425,2544.0
106,1.7530840483056234,3.3326863041170496,-1.5796022558114262,2568.0
107,51.525101876343655,3.6642315950525437,47.86087028129111,2592.0
108,3.1413614699688375,3.6988279497670358,-0.5574664797981983,2616.0
109,56.58421059113201,3.2116415166265475,53.37256907450546,2640.0
110,64.98563930853479,2.6926369711429983,62.29300233739179,2664.0
111,4.27511652774433,2.494097217149463,1.7810193105948668,2688.0
112,-2.5526326835419773,1.9325123032523503,-4.485144986794328,2712.0
113,2.814204464787613,2.943532301525006,-0.12932783673739312,2736.0
114,66.56743579514232,3.5857625660018857,62.98167322914043,2760.0
115,-1.2446077959717083,2.6054342195427247,-3.850042015514433,2784.0
116,28.52897851264042,2.819576142803018,25.709402369837402,2808.0
117,60.555600850817775,2.4989257092384958,58.05667514157928,2832.0
118,129.14109440331174,3.61579450184727,125.52529990146446,2856.0
119,-1.7221107269524905,2.944995245857198,-4.667105972809688,2880.0
