day,profit,degradation,net,adapted,disagreement,nll,nll_post
0,3.8002078436315223,0.9663383120120602,2.833869531619462,1.0,0.01642232665937741,-76.76854705810547,-73.05886840820312
1,-0.0007085565285562415,0.502987400348316,-0.5036959568768723,1.0,0.006072084542697839,-44.07615661621094,-58.84954833984375
2,-0.02393704976197686,2.718676137566796,-2.742613187328773,1.0,0.0046496922958211544,-72.52793884277344,-73.35575866699219
3,-5.097833556774954,1.6314308473722408,-6.7292644041471945,1.0,0.004458052228786995,-60.37054443359375,-55.34264373779297
4,5.76036881978264,2.0348346451211845,3.725534174661455,1.0,0.006690636067933075,-78.30841064453125,-79.46057891845703
5,-1.7953083006171369,1.0579836994550007,-2.8532920000721376,1.0,0.0054993431721484165,-94.75312042236328,-94.39944458007812
6,-1.3137905537589631,2.0312850775447884,-3.3450756313037515,1.0,0.0031294439243716326,-89.24739074707031,-90.82276153564453
7,7.407942155240083,1.9843544311064845,5.423587724133599,1.0,0.004633184865040041,-76.18350982666016,-81.65428161621094
8,-0.32611399837741417,1.8496368895890944,-2.1757508879665086,1.0,0.004860730318199864,-59.287261962890625,-65.70832061767578
9,-3.9034822275263137,1.7656326371720734,-5.669114864698387,1.0,0.004088053346519341,-76.19879913330078,-74.18682098388672
10,51.664717818938605,2.8038454683812533,48.86087235055735,1.0,0.008039191035181392,49.55534362792969,-60.18726348876953
11,67.335281545323,2.3368228812940988,64.9984586640289,1.0,0.02502537128845667,-24.42188835144043,-11.384602546691895
12,41.27160390619806,2.6327257963987454,38.638878109799315,1.0,0.01733445352562781,-62.40855407714844,-72.52081298828125
13,52.871868780936474,2.8402926602642586,50.03157612067221,1.0,0.02061374418414226,-23.316246032714844,-34.275489807128906
14,31.998388993741926,1.7137333461965085,30.284655647545417,1.0,0.015078766180436057,-51.42070007324219,-53.16816711425781
15,69.47330950882822,2.037718056660638,67.43559145216759,1.0,0.01945119955343062,518.6069946289062,109.65899658203125
16,6.118743484574447,2.6307618911105566,3.48798159346389,1.0,0.027744909688443398,-27.322582244873047,-41.912689208984375
17,66.23322316063158,2.3868483384901205,63.84637482214146,1.0,0.008016460733165013,-44.79248046875,-41.51702117919922
18,-0.22586667129689514,2.307259139184455,-2.53312581048135,1.0,0.018220783104262613,-50.21094512939453,-55.948875427246094
19,-9.133864654394582,2.300761553514938,-11.43462620790952,1.0,0.008072646480211436,-67.17259216308594,-66.29113006591797
20,64.09814578347526,3.252063129063739,60.84608265441152,1.0,0.004502915904778692,-39.147117614746094,-42.35997772216797
21,66.64958255623111,2.49943372834065,64.15014882789046,1.0,0.013246246524383972,-48.87261199951172,-49.13507843017578
22,65.41081786474457,3.6226727824165823,61.78814508232799,1.0,0.01596863336561763,-50.668121337890625,-51.061676025390625
23,45.609877644352956,2.47687916909908,43.13299847525388,1.0,0.013520917791365656,-55.980560302734375,-59.26124572753906
24,0.5500360156342409,1.6876129374569857,-1.137576921822745,1.0,0.016404086339631068,-66.3471450805664,-66.52484893798828
25,-1.3696420028036798,1.7489135082170562,-3.1185555110207357,1.0,0.0063360502727304166,-50.54932403564453,-59.31993103027344
26,0.2509669209485387,2.0012954786218926,-1.7503285576733538,1.0,0.0034177886036650448,-89.41847229003906,-91.6366195678711
27,7.326400755202039e-06,0.5022838098795677,-0.5022764834788125,1.0,0.0059556902254710685,-72.75776672363281,-75.79850769042969
28,8.147070150043398e-06,0.5022838407865531,-0.502275693716403,1.0,0.00347833860907908,-68.52980041503906,-68.25212860107422
29,45.007392810762475,2.291578714951768,42.71581409581071,1.0,0.006381095756474302,-28.79230308532715,-57.853858947753906
30,-2.758092504572808,2.2301986333814043,-4.988291137954212,1.0,0.01455234870695344,-61.97264099121094,-62.75133514404297
31,57.78697619037561,2.2081197145256355,55.578856475849975,1.0,0.013099397975453007,-57.711509704589844,-53.27025604248047
32,50.3552086863929,2.1144268817228453,48.24078180467006,1.0,0.013407348258626002,-54.45550537109375,-55.229209899902344
33,64.31604311590755,2.4100475573861644,61.90599555852138,1.0,0.01119000258490408,-65.20994567871094,-64.08795166015625
34,66.6685689545117,4.014375649864133,62.65419330464756,1.0,0.019958938822320412,63.32275390625,-7.678175926208496
35,43.193031359830215,3.304575731013787,39.88845562881643,1.0,0.0220038102076104,-20.587087631225586,-29.044816970825195
36,36.448743178189005,2.4109587326584165,34.03778444553059,1.0,0.021702291396484774,-26.316274642944336,-24.986093521118164
37,42.97215078880674,3.5451890244648894,39.426961764341854,1.0,0.022190231046107737,-42.94688415527344,-43.510169982910156
38,37.42919341939553,2.5065977292721975,34.92259569012333,1.0,0.019760828639410897,-49.12055206298828,-48.163848876953125
39,49.12146475895118,2.854584461216337,46.26688029773484,1.0,0.013003302510563678,-42.85887908935547,-42.41820526123047
40,42.27777486529439,2.850011090584768,39.427763774709625,1.0,0.009340337422313667,-46.832740783691406,-47.67527770996094
41,65.43367854911796,2.284696397253534,63.14898215186442,1.0,0.021900059456426663,-44.76222229003906,-45.297393798828125
42,43.812583229653164,3.730350617384991,40.08223261226817,1.0,0.018227947483692525,5.234563827514648,-1.1298835277557373
43,53.49280497029365,1.9590424204174908,51.53376254987616,1.0,0.024523708904999216,-33.027732849121094,-40.943458557128906
44,102.92373542812294,4.3936368014738525,98.53009862664909,1.0,0.019417815525915358,-24.948829650878906,-24.523717880249023
45,109.7904642868634,5.436608118997401,104.353856167866,1.0,0.026924021744480706,24.644622802734375,1.490623950958252
46,55.556826054215875,2.3494818941056543,53.207344160110225,1.0,0.017932937795221243,-25.53533172607422,-26.426528930664062
47,50.88455577096069,2.9910566786942487,47.89349909226644,1.0,0.01828438578587463,-37.09248352050781,-39.15299987792969
48,40.361367937529145,1.9928355338173434,38.368532403711804,1.0,0.020505468717855534,-46.992645263671875,-50.33234405517578
49,48.32967012465802,2.243585351325919,46.086084773332104,1.0,0.01878628918119142,-45.450286865234375,-45.804954528808594
50,45.59894444419902,2.7574311914340703,42.84151325276495,1.0,0.02679809859508951,-46.459922790527344,-46.953033447265625
51,44.83060832421792,2.7192156459323464,42.111392678285576,1.0,0.023612885261579442,-42.53697204589844,-42.74462127685547
52,64.1805277919402,3.4053921798975337,60.77513561204266,1.0,0.024154579080239946,-42.86980438232422,-44.534324645996094
53,6.341615196234449,2.4146768646058043,3.926938331628645,1.0,0.013403399852448901,-34.9437255859375,-38.84711456298828
54,47.0431520770054,2.724251318884373,44.31890075812103,1.0,0.009269758325742805,40.54597473144531,-8.871264457702637
55,91.95445902665219,3.0508070693074165,88.90365195734478,1.0,0.02733183915226826,-26.20284652709961,-28.186199188232422
56,41.7772854072847,2.8990592684686467,38.87822613881605,1.0,0.028709989632266508,-39.321136474609375,-40.82887268066406
57,41.19725994446483,2.814659441940451,38.38260050252438,1.0,0.02116257805778658,-48.43415069580078,-49.720375061035156
58,23.204183717151956,2.622513849183168,20.581669867968788,1.0,0.01978415003374024,-51.19873809814453,-51.069183349609375
59,61.09371866441089,2.926121892366626,58.16759677204427,1.0,0.026342538805927723,-51.33958435058594,-51.94269561767578
60,49.5549878074234,4.298933958460654,45.25605384896275,1.0,0.01891236042905835,-46.069610595703125,-47.90843963623047
61,61.20371951923657,3.4933448697831118,57.710374649453456,1.0,0.014233242334278464,-52.24012756347656,-50.44287872314453
62,68.19517728396768,2.9978927643858566,65.19728451958183,1.0,0.02836201670721089,-53.63825988769531,-53.480613708496094
63,77.4353655425264,2.471909607547012,74.96345593497938,1.0,0.030669808427846085,-31.265901565551758,-35.45703887939453
64,43.339129062347304,6.314630426058828,37.02449863628848,1.0,0.02955348176030427,-46.363685607910156,-48.996543884277344
65,52.1817074093179,4.485888888293195,47.695818521024705,1.0,0.030548719267884893,-29.05671501159668,-30.188243865966797
66,59.77942596393875,2.719894895880566,57.059531068058185,1.0,0.030446340129721156,-27.610546112060547,-27.81852149963379
67,43.94101341195197,4.3878432333193516,39.55317017863262,1.0,0.025268120765843227,-24.034765243530273,-26.482973098754883
68,57.397030104543326,3.334398352068573,54.06263175247475,1.0,0.020019476145595873,-30.372690200805664,-32.32311248779297
69,35.75125993757471,2.6402328912946533,33.11102704628006,1.0,0.02974343886899665,-33.71186065673828,-36.406272888183594
70,17.848246619350995,2.0707973627849428,15.777449256566053,1.0,0.02218840382120979,-40.263221740722656,-48.67878723144531
71,50.440597155220864,2.298075450120384,48.14252170510048,1.0,0.029747413111794446,-56.733917236328125,-56.85723876953125
72,83.57999756106753,4.276716145723032,79.3032814153445,1.0,0.03657859779642047,-33.998748779296875,-34.26976776123047
73,119.83699570502236,4.103245910359208,115.73374979466315,1.0,0.0336074872217303,-38.307090759277344,-38.92412567138672
74,48.72375323351752,2.5647423332130534,46.159010900304466,1.0,0.024296264864251918,-37.6431884765625,-46.075157165527344
75,62.38914853408231,4.378016932587396,58.01113160149491,1.0,0.02519111341082421,-31.4854679107666,-33.30796813964844
76,50.224764442164656,4.014965200038464,46.209799242126195,1.0,0.03374818769953562,-33.62220764160156,-33.442466735839844
77,20.903716367441053,2.756570152513972,18.14714621492708,1.0,0.025561901170749024,-40.87628936767578,-43.14301300048828
78,51.935154770618055,3.6514192075457896,48.28373556307226,1.0,0.03223322755405941,-38.45979309082031,-43.82429504394531
79,62.41610542717308,3.697927192083034,58.71817823509004,1.0,0.03949526157309849,-41.27006530761719,-39.288055419921875
80,21.50233016599195,2.90204621383188,18.60028395216007,1.0,0.03445480978498052,-40.49530029296875,-42.742393493652344
81,60.23675146200799,2.393001084762679,57.84375037724531,1.0,0.03170345044084281,-48.83024597167969,-51.14192199707031
82,50.20710662197109,2.592603901199546,47.61450272077155,1.0,0.03240069138886761,-49.17401885986328,-46.653846740722656
83,58.42035600704997,2.824378999514466,55.5959770075355,1.0,0.028871492283663258,-42.30677795410156,-42.84931182861328
84,78.99882964981714,2.8518895823635413,76.1469400674536,1.0,0.03512249546087978,-48.369171142578125,-49.838172912597656
85,104.8542683454908,3.3935480817712627,101.46072026371954,1.0,0.03666632673502926,-39.377601623535156,-36.66279602050781
86,99.41461357349513,3.4026298571483147,96.01198371634682,1.0,0.03445743739784062,-34.613502502441406,-39.17405700683594
87,75.30413141346314,3.519298941803936,71.7848324716592,1.0,0.022631063521898614,-42.62168884277344,-42.668724060058594
88,62.853382040306286,2.370065199842676,60.48331684046361,1.0,0.030435713306095662,-51.578086853027344,-51.49242401123047
89,34.57300797601238,2.2602219662462066,32.31278600976617,1.0,0.024017893600544404,-42.12975311279297,-43.78857421875
90,45.03744389124788,2.7699390175832983,42.267504873664585,1.0,0.018249974702033978,-53.991539001464844,-54.91014099121094
91,40.31372883060163,5.341814898976192,34.97191393162544,1.0,0.01753453894847312,-54.84595489501953,-54.8150634765625
92,63.41817602267711,2.3264485990184225,61.09172742365869,1.0,0.01976712708189386,-50.58307647705078,-52.701637268066406
93,61.93577874259725,2.196731873517437,59.739046869079814,1.0,0.019019666620117576,-57.794822692871094,-57.62000274658203
94,50.380685420081505,2.409800919843134,47.97088450023837,1.0,0.023123359521470693,-55.89216613769531,-56.0419921875
95,52.053394584774374,2.149112249111772,49.9042823356626,1.0,0.027909286621696824,-40.23535919189453,-43.72740936279297
96,74.88102289830837,2.632216040722738,72.24880685758563,1.0,0.01859277445613169,-41.94292449951172,-41.340179443359375
97,68.95761687473782,3.960089038311152,64.99752783642667,1.0,0.014092484561898136,-43.61589050292969,-45.50349426269531
98,42.338335979606605,4.918774487574054,37.41956149203255,1.0,0.01854946960802921,-57.53797912597656,-58.63604736328125
99,116.00015150620551,5.188330923939068,110.81182058226645,1.0,0.018992357769758095,-39.354591369628906,-44.031944274902344
100,106.31106740731668,4.671892937621617,101.63917446969506,1.0,0.019711906003519433,-48.99468994140625,-49.74029541015625
101,72.84237602624354,4.325021376590245,68.5173546496533,1.0,0.02216564692680519,-50.094635009765625,-50.139732360839844
102,54.358691183913535,2.572562706229926,51.78612847768361,1.0,0.014881470909074842,-45.406532287597656,-59.58088684082031
103,88.1362941480517,4.920398732277719,83.21589541577399,1.0,0.01297815303686948,-35.456565856933594,-44.03681945800781
104,77.08619690796323,3.321387348582619,73.76480955938061,1.0,0.01789853829622547,-46.44691467285156,-47.61225128173828
105,111.20500778017775,3.4508420126056065,107.75416576757215,1.0,0.018339497216628427,-51.140708923339844,-50.596824645996094
106,37.79274763088174,3.3572403835963054,34.435507247285436,1.0,0.01981201706494518,-60.762115478515625,-62.35108947753906
107,109.99943643133393,3.3606091058541834,106.63882732547975,1.0,0.01713718918150213,-52.53948211669922,-53.060997009277344
108,44.45177491026151,3.1590539046417767,41.29272100561974,1.0,0.019894069811961523,-57.743927001953125,-61.076820373535156
109,52.74872952414915,2.6961587360585515,50.0525707880906,1.0,0.013541750858437895,-57.585853576660156,-58.69873046875
110,57.818380317912116,2.7105129753943813,55.107867342517736,1.0,0.013349375094488025,-45.300201416015625,-42.90693664550781
