day,profit,degradation,net,adapted,disagreement,nll,nll_post
0,1.6835788285358488,0.944876988754682,0.7387018397811669,1.0,0.007589599648251229,-22.936960220336914,-12.696834564208984
1,4.519589078973934e-06,0.5022840351129196,-0.5022795155238406,1.0,0.0082890960219338,79.39743041992188,-50.358802795410156
2,1.1805552352720616,1.7833532236533203,-0.6027979883812586,1.0,0.009043235206682659,-46.31818389892578,-72.68360900878906
3,-2.3331541163704204,2.5879949497912706,-4.921149066161691,1.0,0.025239093389816992,-80.59032440185547,-74.24638366699219
4,-0.21093032903707576,2.0850730047351953,-2.296003333772271,1.0,0.014469567375996034,-86.04853057861328,-75.1001968383789
5,2.5436871205061817,3.023189419854093,-0.47950229934791144,1.0,0.03308949865883759,-75.54308319091797,-86.83512115478516
6,2.021020591573352,1.5794445026041881,0.441576088969164,1.0,0.020828198111396513,-29.037395477294922,-53.00335693359375
7,0.2243108312871282,1.7935294482662139,-1.5692186169790856,1.0,0.025406416842643994,-72.49615478515625,-83.41288757324219
8,0.012292235159501437,1.1227510218036756,-1.1104587866441742,1.0,0.013385604571646961,-75.73604583740234,-77.0465316772461
9,-0.5269495772626758,2.4606899243677236,-2.987639501630399,1.0,0.008455173209693122,-77.57695007324219,-74.3592758178711
10,2.7698230043827436,2.2034975663335468,0.5663254380491969,1.0,0.014520099077512607,101.84632110595703,-49.21527862548828
11,-0.06452412802122388,0.8338366151109057,-0.8983607431321295,1.0,0.04231290665105314,-70.8843765258789,-75.57225799560547
12,-0.26781310352543786,1.0545148041612562,-1.322327907686694,1.0,0.026278125146431113,-73.18283081054688,-88.13619995117188
13,2.171203772541194,3.2918139055388416,-1.1206101329976477,1.0,0.018694475834954528,390.70892333984375,-43.55646514892578
14,-0.4602509041567092,2.2722319625939273,-2.7324828667506367,1.0,0.03704961750282183,-80.6676254272461,-83.93590545654297
15,0.41306553220387227,1.05053059803856,-0.6374650658346876,1.0,0.01982488484033518,-72.37030792236328,-73.88774108886719
16,-0.23217785387791992,1.0481678493505122,-1.2803457032284322,1.0,0.014828570944046512,-75.77010345458984,-72.6562728881836
17,-0.16916353121386146,1.0919459729680265,-1.261109504181888,1.0,0.017125824386559657,-79.82890319824219,-79.43939208984375
18,0.018346079216609024,0.572651780705532,-0.554305701488923,1.0,0.01400732839511367,-84.1971664428711,-83.6113052368164
19,-0.0283522029480721,0.6485116577249666,-0.6768638606730386,1.0,0.012786849340221604,-85.50543212890625,-86.681640625
20,-0.1513607970310907,0.9337219476923585,-1.0850827447234492,1.0,0.02497673987509123,-82.974853515625,-88.23330688476562
21,-0.5542213291446917,0.7334517903711326,-1.2876731195158242,1.0,0.013771935735289606,-85.32670593261719,-79.22472381591797
22,0.23035290934086727,1.0899227080507081,-0.8595697987098408,1.0,0.021059198528728274,-75.46479034423828,-72.62266540527344
23,-0.09632492613026228,0.7716940928485883,-0.8680190189788506,1.0,0.010459818847025884,-76.02565002441406,-83.65978240966797
24,5.5680017036636594e-06,0.5022838395209823,-0.5022782715192786,1.0,0.015275662982621783,-89.73306274414062,-88.51700592041016
25,-1.1368264167762212,0.659362706288245,-1.7961891230644662,1.0,0.011897242551762098,-89.45381927490234,-92.9464111328125
26,0.8320277189051372,1.9893321460708095,-1.1573044271656725,1.0,0.009653069413826468,-80.72396087646484,-88.09562683105469
27,3.9568426404875687,3.3626405067380594,0.5942021337495094,1.0,0.02125118612565671,-49.249488830566406,-51.69508361816406
28,-1.061593209903921,0.7264849105583333,-1.7880781204622542,1.0,0.0225149925560021,-75.46928405761719,-87.63224029541016
29,0.8010295057737902,0.6529670094254767,0.14806249634831348,1.0,0.007286267351209041,-81.38845825195312,-87.3354721069336
30,-5.427212616376754,1.571686616547016,-6.99889923292377,1.0,0.013605594088113787,-86.48397064208984,-86.31767272949219
31,4.129866907857931,1.264335725739301,2.86553118211863,1.0,0.006870942918502855,-78.88011932373047,-84.573486328125
32,6.329249417477035e-06,0.5022839092381328,-0.5022775799887154,1.0,0.016016206867480745,-75.1240234375,-86.71202087402344
33,-0.03497340019756665,0.5675096593078468,-0.6024830595054135,1.0,0.01204024810729719,-93.25264739990234,-90.88082885742188
34,6.656511638422159e-06,0.5022838234174525,-0.502277166905814,1.0,0.010569427149861125,-76.2353515625,-86.75306701660156
35,6.811941985207788e-06,0.5022839314219493,-0.502277119479964,1.0,0.010961711410869475,-77.20555877685547,-78.62693786621094
36,-7.896237035596312e-05,0.5037274174730022,-0.5038063798433582,1.0,0.007352271365729158,-86.11455535888672,-90.68362426757812
37,7.218697319993203e-06,0.5022838953275243,-0.5022766766302043,1.0,0.004427597272024364,-87.51526641845703,-91.5635986328125
38,-0.02658824641526921,0.5836586840479144,-0.6102469304631837,1.0,0.008133196572333808,-73.46248626708984,-73.17271423339844
39,7.692478526902006e-06,0.502284031012698,-0.5022763385341711,1.0,0.01669164058583412,-81.9833984375,-84.06522369384766
40,7.117442607410222e-06,0.5022840214752051,-0.5022769040325977,1.0,0.011682215453584012,-78.10205078125,-76.56025695800781
41,-0.6247979302477856,0.6001496779331725,-1.2249476081809583,1.0,0.008426531990848233,-89.52085876464844,-95.16751861572266
42,0.39521338973653236,0.5393965707217916,-0.14418318098525923,1.0,0.007427281886006851,-96.14297485351562,-95.7631607055664
43,-0.394025351248137,0.9402377437552334,-1.3342630950033705,1.0,0.0038550655162888953,-87.44560241699219,-85.69393157958984
44,0.18163250586366336,0.5184010700327462,-0.3367685641690828,1.0,0.01200857508481889,-83.6607894897461,-85.68987274169922
45,-0.04060453853682629,0.5822769417850167,-0.622881480321843,1.0,0.005516790918143569,-96.68946075439453,-98.3913345336914
46,7.381966810408112e-06,0.5022838920377887,-0.5022765100709783,1.0,0.0072920868214312986,-80.05522155761719,-78.87977600097656
47,-0.0008441206947457841,0.5036986641704679,-0.5045427848652138,1.0,0.007924153728013255,-80.9271469116211,-77.94124603271484
48,-0.016935882303198455,0.5341676112254932,-0.5511034935286916,1.0,0.007021094577989104,-93.15559387207031,-92.78726959228516
49,7.213838508432186e-06,0.5022838285374222,-0.5022766146989137,1.0,0.017318668734781523,-94.9118423461914,-98.93766784667969
50,7.33899682693055e-06,0.5022838321620865,-0.5022764931652596,1.0,0.010611770896570357,-101.61906433105469,-92.21060943603516
51,6.3763120089790055e-06,0.502283881503267,-0.502277505191258,1.0,0.015430046479035961,-87.93547821044922,-90.1869888305664
52,6.373237949504839e-06,0.5022839182259627,-0.5022775449880132,1.0,0.009399119461466264,-89.11981964111328,-96.00914764404297
53,6.343905238371782e-06,0.502283870649742,-0.5022775267445037,1.0,0.012099399329258187,-95.90693664550781,-97.87983703613281
54,-0.004991002482341708,0.5114411347342929,-0.5164321372166346,1.0,0.009017323628777643,-97.02666473388672,-98.52900695800781
55,5.903027845712514e-06,0.5022838822166663,-0.5022779791888206,1.0,0.008125384503059678,-95.56797790527344,-96.01164245605469
56,6.393338657895261e-06,0.5022838903233615,-0.5022774969847036,1.0,0.0059019030291876376,-92.15595245361328,-91.37879180908203
57,6.743072009289215e-06,0.5022839258869483,-0.5022771828149389,1.0,0.005677350463357256,-95.30797576904297,-98.0011215209961
58,6.711824525490096e-06,0.502283929049757,-0.5022772172252316,1.0,0.004535881992366551,-96.56197357177734,-97.60240936279297
59,6.826516051548225e-06,0.5022839277521548,-0.5022771012361033,1.0,0.0037065139268740166,-95.28124237060547,-95.68949890136719
60,6.2824634010212894e-06,0.5022839865508365,-0.5022777040874354,1.0,0.006034141515417355,-100.09518432617188,-102.1502914428711
61,6.387943242756896e-06,0.5022839224269333,-0.5022775344836906,1.0,0.004481392699315283,-101.0731201171875,-89.50406646728516
62,6.278471662866784e-06,0.5022840953489618,-0.5022778168772989,1.0,0.014472182331026895,-90.41398620605469,-97.80968475341797
63,-0.12701700855109957,0.8270104049289952,-0.9540274134800948,1.0,0.005340232946596644,-100.00281524658203,-99.7723388671875
64,6.7800707247150735e-06,0.5022839088380714,-0.5022771287673466,1.0,0.005304462715292152,-90.94055938720703,-92.94605255126953
65,6.330230431778615e-06,0.5022839065636531,-0.5022775763332213,1.0,0.005052425257880464,-92.57254028320312,-95.01376342773438
66,6.1725642854596525e-06,0.5022839184236242,-0.5022777458593387,1.0,0.002486502396112158,-97.94386291503906,-99.3367691040039
67,-0.008367518286363396,0.5179280883088346,-0.526295606595198,1.0,0.01018032046416891,-94.3802719116211,-94.64884185791016
68,6.190120465147344e-06,0.5022838469074351,-0.50227765678697,1.0,0.007042134594834313,-89.01476287841797,-92.19784545898438
69,7.516448772192246e-06,0.5022838159775886,-0.5022762995288165,1.0,0.00472543558742381,-91.09809112548828,-94.04865264892578
70,6.422195416583931e-06,0.5022838443624187,-0.5022774221670021,1.0,0.0039048785115718293,-89.26405334472656,-87.36257934570312
71,6.332172550479447e-06,0.5022839123924964,-0.5022775802199458,1.0,0.005805826251279843,-94.18644714355469,-93.02482604980469
72,6.092439746251862e-06,0.5022838858860256,-0.5022777934462793,1.0,0.007755569597742273,-94.19508361816406,-94.61819458007812
73,6.3179161685997174e-06,0.5022838115504653,-0.5022774936342967,1.0,0.0059119759999167396,-97.69207763671875,-100.18789672851562
74,5.919320867730434e-06,0.5022838704005542,-0.5022779510796865,1.0,0.016342888312193122,-90.06348419189453,-92.2704849243164
