day,profit,degradation,net
0,3.077787898405877,1.4130439168907156,1.6647439815151615
1,3.4481424597134778,2.3176548965202484,1.1304875631932294
2,2.770179632462548,2.2553055018942914,0.5148741305682565
3,75.65254672647768,2.39754779970072,73.25499892677696
4,4.053576273965164,2.3210129041268392,1.7325633698383247
5,6.067526041073933e-06,0.5022836276770433,-0.5022775601510022
6,5.441142996708522e-06,0.5022836276774795,-0.5022781865344828
7,5.797506303991518e-06,0.5022836276779158,-0.5022778301716118
8,2.321155990977028,1.876290733277729,0.4448652576992991
9,6.0229045673096716e-06,0.5022836276799818,-0.5022776047754145
10,5.720168093226121e-06,0.502283627680418,-0.5022779075123248
11,0.4883576328613509,0.931316036631884,-0.4429584037705331
12,2.7929428505829805,2.423145925988802,0.36979692459417857
13,5.7191245530364085e-06,0.5022836276837691,-0.5022779085592161
14,5.31797639661518e-06,0.5022836276842055,-0.502278309707809
15,2.9674004368326323,2.3413206666768183,0.6260797701558141
16,2.7935791548582944,2.129985129232161,0.6635940256261335
17,74.78193512187325,2.213421386933716,72.56851373493953
18,74.0320368594271,2.3170839399808854,71.7149529194462
19,3.3814060964712884,2.1555311533655117,1.2258749431057767
20,1.9575032323547903,2.01890584550341,-0.06140261314861983
21,6.33205104506257e-06,0.5022836276961004,-0.5022772956450553
22,6.089489338606305e-06,0.502283627696537,-0.5022775382071984
23,5.9727938946342e-06,0.502283627696974,-0.5022776549030794
24,2.777664338312479,2.4024112411569325,0.37525309715554656
25,0.29694776488228214,0.7782805966647107,-0.4813328317824286
26,3.7634309179495156,2.0820003640178215,1.681430553931694
27,1.8220868797592964,1.9118529297447258,-0.08976604998542936
28,6.097562101757617e-06,0.5022836277036566,-0.5022775301415549
29,40.13749699373283,2.8356942250126798,37.30180276872015
30,13.469348671452746,2.4786544994215056,10.99069417203124
31,3.246759030151569,2.271563363005372,0.9751956671461972
32,0.4139691100777882,0.8809872641032847,-0.46701815402549646
33,4.422943424470141,2.3769575765246165,2.0459858479455244
34,3.686166298983112,2.2382966251518615,1.4478696738312506
35,5.457451746899703,2.27066050030876,3.1867912465909427
36,4.499811624262737,2.3181186519989287,2.181692972263808
37,9.941705300852168e-06,0.5022836277194922,-0.5022736860141913
38,0.9368333285333219,1.32977939644649,-0.392946067913168
39,4.1335557602257005,2.411981704366081,1.7215740558596195
40,6.619106419351075,2.2235213044322784,4.395585114918797
41,3.692725303595133,1.9976087614805946,1.6951165421145382
42,4.133467500312193,2.3576731794336974,1.7757943208784956
43,4.963088391978396,2.3091639334278016,2.653924458550595
44,5.801522343125654,2.0729178077911343,3.72860453533452
45,7.478724370483997,2.3673268720122773,5.111397498471719
46,3.845271716289656,2.150095222933703,1.695176493355953
47,4.635485858703913,2.5621040135275672,2.073381845176346
48,3.0153628564626436,2.181645164965719,0.8337176914969247
49,6.035269131950371,3.40028239758509,2.634986734365281
50,0.9527802107190919,1.3427002179626826,-0.38992000724359066
51,3.880554691658796,2.172384076064642,1.7081706155941543
52,-4.235176123408819,2.015279348799921,-6.25045547220874
53,14.591805883652803,1.909331359791637,12.682474523861167
54,4.53443023339093,2.233654332091431,2.3007759012994993
55,1.52152625824416,1.7452613144968987,-0.2237350562527387
56,2.3862147525142703,2.0354459337567277,0.3507688187575426
57,3.961225249795913,2.255949793367737,1.705275456428176
58,7.553839877062173,3.401239542265736,4.152600334796437
59,7.275302390166829,3.6238091907526866,3.651493199414142
