day,profit,degradation,net,adapted,disagreement,nll,nll_post
0,0.854644565036059,0.6104754121421484,0.2441691528939106,1.0,0.011107481319350269,-83.42515563964844,-83.69523620605469
1,-0.15585383506420641,1.1564568971529257,-1.3123107322171321,1.0,0.005802988520181578,-86.9244384765625,-88.4631576538086
2,4.2835644394383205,3.6526789441959813,0.6308854952423393,1.0,0.011348449796426347,10484.7958984375,-28.806413650512695
3,0.33686466736972936,2.2612083854002893,-1.92434371803056,1.0,0.022250446857198125,-65.15647888183594,-74.53150177001953
4,6.112173959375247e-06,0.5022838501024992,-0.5022777379285398,1.0,0.012482344663870269,-81.3132553100586,-87.43295288085938
5,5.802735657313882e-06,0.5022838402694916,-0.5022780375338343,1.0,0.008782795608866962,-86.1869888305664,-89.4712142944336
6,-0.01756265300390326,0.5375760565028971,-0.5551387095068003,1.0,0.008529941340283646,-89.83738708496094,-85.08673095703125
7,-0.06122385773985569,0.585757402626422,-0.6469812603662777,1.0,0.015705877507016887,-83.25397491455078,-82.69971466064453
8,5.260832634257653e-06,0.5022838982799068,-0.5022786374472725,1.0,0.006879179626258568,-86.7883529663086,-90.8313217163086
9,-0.09258088424029252,1.0990252156292588,-1.1916060998695512,1.0,0.012327011098762006,-86.40719604492188,-87.73831176757812
10,5.839377209638761e-06,0.5022839632433682,-0.5022781238661586,1.0,0.016599010713034715,-91.36288452148438,-84.64192962646484
11,-0.005943083838533082,0.5138856032200461,-0.5198286870585791,1.0,0.004196216465085876,-90.83485412597656,-92.25582122802734
12,5.19122906715033e-06,0.5022838014280414,-0.5022786101989742,1.0,0.0025965745782493377,-87.22090148925781,-86.5342788696289
13,-0.002076647970795131,0.505450076492874,-0.5075267244636691,1.0,0.00447489867424044,-94.13497161865234,-94.08954620361328
14,-0.030542120213177284,0.558238206461414,-0.5887803266745912,1.0,0.004189627379173676,-95.81209564208984,-95.78324890136719
15,0.009049482431014723,0.6139350037137803,-0.6048855212827655,1.0,0.004371375548225341,-80.80429077148438,-83.41240692138672
16,6.3157170691995545e-06,0.5022839397100036,-0.5022776239929344,1.0,0.005381646882027064,-90.75183868408203,-89.89598846435547
17,6.471339009824268e-06,0.5022839958689629,-0.5022775245299531,1.0,0.00642270910280279,-85.5433120727539,-87.56009674072266
18,6.728139780238328e-06,0.5022838321680114,-0.5022771040282312,1.0,0.0030348621213434363,-80.68848419189453,-83.26587677001953
19,6.297917597119789e-06,0.5022838135023019,-0.5022775155847048,1.0,0.004111600401584539,-99.37200927734375,-98.78518676757812
20,5.492945703972391e-06,0.5022837880816298,-0.5022782951359258,1.0,0.003911982340204582,-87.49163055419922,-87.94879150390625
21,6.510227750915779e-06,0.5022838357128641,-0.5022773254851132,1.0,0.0036764302106867762,-92.71792602539062,-95.9540023803711
22,6.8403835589130435e-06,0.5022838918201107,-0.5022770514365518,1.0,0.005808309883174988,-92.90682983398438,-96.13423156738281
23,6.517862124748443e-06,0.5022839360337058,-0.502277418171581,1.0,0.004602334546915045,-95.80156707763672,-95.15196990966797
24,-0.021882926004893676,0.5577138592132936,-0.5795967852181874,1.0,0.007012171365860211,-98.56104278564453,-98.7948226928711
25,5.902603472534125e-06,0.5022838373721793,-0.5022779347687067,1.0,0.004939040174481836,-95.75071716308594,-95.95537567138672
26,5.747023310533411e-06,0.5022838293571273,-0.5022780823338168,1.0,0.002834297699581868,-95.61398315429688,-96.07378387451172
27,-0.01276815260494713,0.5245526766883903,-0.5373208292933375,1.0,0.003526702402795571,-95.85340118408203,-97.056884765625
28,6.567870569734344e-06,0.5022838470036416,-0.5022772791330719,1.0,0.005832035236916953,-92.85555267333984,-94.3486099243164
29,-0.012489788623780435,0.5509190263899407,-0.5634088150137212,1.0,0.005347616087670498,-91.21797180175781,-91.1133804321289
30,9.876599636380258e-06,0.5022838418247362,-0.5022739652250998,1.0,0.010970661585058794,-57.196197509765625,-66.37848663330078
31,9.52420775414558e-06,0.5022838072333491,-0.502274283025595,1.0,0.012188608774599924,131.86328125,15.670263290405273
32,-0.005419618506825401,0.5123567351459946,-0.5177763536528199,1.0,0.00704426360615393,-5.7994256019592285,-23.12778663635254
33,1.0192554943708211e-05,0.5022839048177901,-0.5022737122628463,1.0,0.0033646490839807676,-57.803688049316406,-61.02793884277344
34,1.1484455015258367e-05,0.5022838594130283,-0.502272374958013,1.0,0.00584159666965457,-73.57783508300781,-74.8292007446289
35,-0.01678795729794669,0.5196989160413519,-0.5364868733392986,1.0,0.010739121895326198,-91.19168090820312,-91.30587768554688
36,9.677866838849687e-06,0.5022838369439607,-0.5022741590771219,1.0,0.008076217467738045,26.282791137695312,-28.999841690063477
37,1.1175005659881156e-05,0.5022838387322194,-0.5022726637265595,1.0,0.010865535626571061,-81.74073791503906,-84.05400085449219
38,0.0018317801760248402,0.5221702318571937,-0.5203384516811689,1.0,0.013783498885987433,-83.70982360839844,-82.7256851196289
39,-0.12464371769818998,1.5962670587788237,-1.7209107764770137,1.0,0.009161081987683048,-76.57810974121094,-76.56086730957031
40,3.734081625656736,2.5046077882005857,1.2294738374561502,1.0,0.007602054602580964,-87.42146301269531,-88.93650817871094
41,0.0008780110484689292,0.5122645247705764,-0.5113865137221074,1.0,0.009633468815124434,-78.76414489746094,-78.41374969482422
42,1.0744815366751909e-05,0.5022839494156202,-0.5022732046002534,1.0,0.007311822000366873,-86.3386459350586,-85.72120666503906
43,1.9103349741888156,2.4910236716200176,-0.580688697431202,1.0,0.010035540252288382,-69.6883544921875,-72.69263458251953
44,1.278795814671938e-05,0.5022839607282945,-0.5022711727701478,1.0,0.011558695554669094,-82.8994140625,-83.54800415039062
45,1.0087446692214888e-05,0.5022839703621306,-0.5022738829154384,1.0,0.008840631539378323,-84.28422546386719,-84.28282165527344
46,1.031318995549068e-05,0.5022838820056229,-0.5022735688156674,1.0,0.008443516644398371,-82.23931884765625,-82.93743133544922
47,9.202898710454237e-06,0.5022838969427066,-0.5022746940439962,1.0,0.007931024335608326,-82.22737121582031,-82.20169067382812
48,9.743957184313332e-06,0.5022839094619017,-0.5022741655047174,1.0,0.0063090672304060005,-86.82173156738281,-85.49502563476562
49,1.1723260154432247e-05,0.5022839097732412,-0.5022721865130868,1.0,0.009223729324452251,-82.10575103759766,-85.77564239501953
50,9.420029337088012e-06,0.5022839715716296,-0.5022745515422925,1.0,0.007577645503987204,-76.24612426757812,-77.75276947021484
51,8.337351420137126e-06,0.50228399270282,-0.5022756553513998,1.0,0.005729671059736555,-79.76221466064453,-80.37493896484375
52,7.498549902425244e-06,0.502283985820679,-0.5022764872707766,1.0,0.00302366001326757,-76.56439208984375,-78.0566635131836
53,6.9542560711589805e-06,0.5022839950083626,-0.5022770407522915,1.0,0.005539727597236636,-89.08229064941406,-88.89640808105469
54,8.188829260248127e-06,0.5022840152668209,-0.5022758264375606,1.0,0.005609861217037766,-92.43817138671875,-91.99909210205078
55,7.180659506261962e-06,0.5022839526891073,-0.5022767720296011,1.0,0.0037771426656455012,-74.70356750488281,-74.6787338256836
56,7.806734328860961e-06,0.502283948259897,-0.5022761415255681,1.0,0.004650928614158907,-80.72453308105469,-82.10372161865234
57,9.106785479376819e-06,0.5022839963036715,-0.5022748895181921,1.0,0.008721461716412646,-84.97985076904297,-86.40410614013672
58,8.406310016518373e-06,0.5022839572297965,-0.5022755509197799,1.0,0.009084580528064037,-84.398681640625,-83.74083709716797
59,1.0172528457535498e-05,0.5022839624914206,-0.502273789962963,1.0,0.008249385962716047,-83.41665649414062,-87.1866226196289
60,1.1359257900903076e-05,0.5022839425660469,-0.5022725833081461,1.0,0.006470749170647962,-84.61418914794922,-85.03581237792969
61,8.900254178913072e-06,0.5022839956371576,-0.5022750953829788,1.0,0.013625087618344496,-83.50475311279297,-83.33043670654297
62,9.32152943057725e-06,0.5022839590977028,-0.5022746375682723,1.0,0.01087934672888674,-83.15636444091797,-83.13236999511719
63,1.0139906194292494e-05,0.5022839401840118,-0.5022738002778175,1.0,0.009075023761220966,-77.41056823730469,-79.41500854492188
64,-0.054475834016007155,0.5163460235567354,-0.5708218575727426,1.0,0.007215741495446358,-74.44752502441406,-74.97549438476562
65,0.04216582183535335,0.5061620287399581,-0.46399620690460475,1.0,0.005822765708373549,-74.48533630371094,-78.0702896118164
66,1.1472902240081362e-05,0.5022838798547281,-0.502272406952488,1.0,0.006714791551916135,-69.04670715332031,-67.45748901367188
67,9.638898207992794e-06,0.5022839210334419,-0.5022742821352338,1.0,0.007149402881498147,-80.04885864257812,-82.64633178710938
68,1.1979891556103876e-05,0.502283987613777,-0.5022720077222209,1.0,0.005494867362321986,-77.09203338623047,-78.65547180175781
69,1.0577477829069578e-05,0.5022838925356183,-0.5022733150577893,1.0,0.010184072220370143,-53.35514831542969,-58.37379455566406
70,-0.023708110015075574,0.5354660922323459,-0.5591742022474214,1.0,0.005280264527567164,-63.76374816894531,-63.89118194580078
71,0.08892944821975858,0.808894483574429,-0.7199650353546704,1.0,0.00536531661741809,-58.57506561279297,-57.749786376953125
72,9.814034742178802e-06,0.5022839187830941,-0.5022741047483519,1.0,0.006466029443863513,-84.66986846923828,-83.95911407470703
73,8.224540510068128e-06,0.5022839349834547,-0.5022757104429446,1.0,0.010172669388999814,-81.56022644042969,-82.30732727050781
74,8.6742587884721e-06,0.5022839735604504,-0.5022752993016619,1.0,0.003916418863362823,-85.91171264648438,-87.62989807128906
75,8.200616828443987e-06,0.5022838212331581,-0.5022756206163296,1.0,0.009089667289743255,-85.1065673828125,-84.43692016601562
76,7.63358619525817e-06,0.5022839805991127,-0.5022763470129175,1.0,0.01863870439230437,-84.82109832763672,-86.75786590576172
77,9.99745512477844e-06,0.5022838463025148,-0.50227384884739,1.0,0.003171636678146085,-81.43722534179688,-80.82568359375
78,9.870987986879508e-06,0.5022838946306817,-0.5022740236426948,1.0,0.005053398667614159,-86.18485260009766,-86.03208923339844
79,1.0083027549215796e-05,0.5022840355385562,-0.5022739525110069,1.0,0.007926897109595385,-68.1585922241211,-73.45573425292969
80,8.965952010183746e-06,0.5022840287137093,-0.5022750627616991,1.0,0.0035653421064632267,-84.03654479980469,-82.88655853271484
81,8.286591196750482e-06,0.5022838937368834,-0.5022756071456866,1.0,0.005389459574151323,-86.16449737548828,-85.11773681640625
82,9.142522165378178e-06,0.50228386715445,-0.5022747246322846,1.0,0.004907628275745809,-85.1465835571289,-85.05783081054688
83,8.57985461080201e-06,0.5022838499508289,-0.5022752700962181,1.0,0.006663012371453749,-82.9945297241211,-84.03192138671875
84,1.0950263959720823e-05,0.5022839060094292,-0.5022729557454695,1.0,0.006025363950430252,-85.4278335571289,-85.50164794921875
85,1.1627275909363401e-05,0.5022838663948797,-0.5022722391189703,1.0,0.008112296898624754,-85.44146728515625,-86.3184585571289
86,1.1335341373481087e-05,0.5022839227133115,-0.502272587371938,1.0,0.004614238893767392,-70.876953125,-69.34005737304688
87,-0.016113723397630085,0.5236624834713494,-0.5397762068689794,1.0,0.005332701620198766,-30.042211532592773,-41.35790252685547
88,-0.00434159695574339,0.5064112685978892,-0.5107528655536326,1.0,0.007134279037492691,-80.66068267822266,-82.1761245727539
89,9.285467155282992e-06,0.5022839523505662,-0.5022746668834109,1.0,0.004830478876395934,-89.982666015625,-90.11504364013672
90,44.16588399997356,2.3153523741479805,41.85053162582558,1.0,0.0039957845137631185,53.43238067626953,-66.6791763305664
91,43.48294863036297,2.2383871780946376,41.24456145226833,1.0,0.015823905544156542,-71.01549530029297,-72.35969543457031
92,9.543228492427439e-06,0.5022839723406998,-0.5022744291122073,1.0,0.011750981923834466,-72.44529724121094,-69.60016632080078
93,0.00011894416928106983,0.5098462017937953,-0.5097272576245142,1.0,0.00722835741487695,-79.97775268554688,-83.38584899902344
94,-0.601014258153611,1.1985061766108533,-1.7995204347644642,1.0,0.0054127067523321954,-81.19548034667969,-83.28792572021484
95,46.05759920686289,2.971714196125,43.08588501073789,1.0,0.00677204814141397,-70.19365692138672,-71.25658416748047
96,-3.6893740713782672,1.5105008893605383,-5.199874960738805,1.0,0.009234089055192409,-64.09831237792969,-63.832366943359375
97,73.88617733559906,2.5457368562694747,71.34044047932959,1.0,0.008859228341149548,-68.80062866210938,-70.98319244384766
98,-7.836482814675291,3.565001075044311,-11.401483889719602,1.0,0.009629319003277941,-70.66197204589844,-70.0324935913086
99,66.38413319294084,2.9188901926928525,63.46524300024799,1.0,0.010233085146278792,-61.396400451660156,-63.424598693847656
100,59.400398551644585,4.693660181520604,54.70673837012398,1.0,0.010972537000726168,-13.883337020874023,-55.40150451660156
101,-4.870998155916956,2.8309232880282096,-7.7019214439451655,1.0,0.013512476914351949,-52.31358337402344,-59.394371032714844
102,1.7705834653271795,2.8983000518757924,-1.127716586548613,1.0,0.011504646773570043,-65.0086898803711,-64.7831039428711
103,-0.057321425923112054,0.5658214682893061,-0.6231428942124182,1.0,0.009868650926567296,-38.765533447265625,-60.72422790527344
104,-6.696561922347598,2.9459569841759476,-9.642518906523545,1.0,0.006948769045006759,-49.464263916015625,-52.63117218017578
105,5.960387153511788,1.2247917030404651,4.7355954504713225,1.0,0.012180188308152496,-74.2437744140625,-79.4637680053711
106,-11.033981917366265,2.470685686475924,-13.50466760384219,1.0,0.012203791759338584,-81.46995544433594,-83.35360717773438
107,79.10256319496418,1.9985542831022234,77.10400891186195,1.0,0.012935724005786547,-57.871421813964844,-62.85136413574219
